class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.46768447756767273,0.08306840807199478,-0.3573607802391052,0.999993622303009,0.47372156381607056,0.06662223488092422,-0.3418651521205902,0.9999777674674988,0.4778205156326294,0.06693726032972336,-0.3418751060962677,0.999976634979248,0.4818764925003052,0.0676979124546051,-0.3418969511985779,0.9999779462814331,0.46292543411254883,0.06780804693698883,-0.3393763303756714,0.9999774694442749,0.4594016969203949,0.06891858577728271,-0.33940190076828003,0.999974250793457,0.45612993836402893,0.07007703185081482,-0.33941712975502014,0.9999741911888123,0.48784321546554565,0.0798116996884346,-0.2280658334493637,0.9999599456787109,0.4540294408798218,0.08188294619321823,-0.2176724225282669,0.9999492764472961,0.4760960638523102,0.10349294543266296,-0.3135714530944824,0.9999880790710449,0.4605220854282379,0.1036432534456253,-0.3107210099697113,0.9999847412109375,0.5277712941169739,0.20483940839767456,-0.13468718528747559,0.9999724626541138,0.42284178733825684,0.1968986839056015,-0.13018344342708588,0.999975323677063,0.5486651659011841,0.3559364974498749,-0.06816734373569489,0.9924405813217163,0.3984544575214386,0.3447362780570984,-0.07376905530691147,0.9821619987487793,0.5688793659210205,0.5060402750968933,-0.15229733288288116,0.988772451877594,0.3711961805820465,0.4879613518714905,-0.16102230548858643,0.9704633951187134,0.5765892267227173,0.5523407459259033,-0.17978234589099884,0.9725645780563354,0.3613118529319763,0.5327269434928894,-0.189536452293396,0.9414168000221252,0.568950355052948,0.551277220249176,-0.22253529727458954,0.9745018482208252,0.36898574233055115,0.5332974791526794,-0.23352758586406708,0.9453268051147461,0.5629296898841858,0.5371997952461243,-0.17060919106006622,0.968943178653717,0.37595707178115845,0.5212868452072144,-0.18077285587787628,0.9405822157859802,0.5053327083587646,0.4887891411781311,0.0017629009671509266,0.999559223651886,0.4400291442871094,0.4875255823135376,-0.001806963817216456,0.9997254610061646,0.5183221101760864,0.714039146900177,-0.025717083364725113,0.9807139039039612,0.4288671016693115,0.7009435296058655,-0.036556970328092575,0.9883755445480347,0.5361283421516418,0.9202677607536316,0.09271804988384247,0.9579737186431885,0.40518495440483093,0.930612325668335,0.08412106335163116,0.9697428345680237,0.5289295315742493,0.9481388926506042,0.09293483197689056,0.7335994839668274,0.41034749150276184,0.9469636082649231,0.08657409250736237,0.6988874077796936,0.5603864192962646,0.9911589026451111,-0.06308151036500931,0.9228668808937073,0.38530656695365906,0.9825340509414673,-0.0675274133682251,0.9349325299263
up,0.46653932332992554,0.08591971546411514,-0.359012633562088,0.9999927282333374,0.4735841155052185,0.06839162856340408,-0.3439657688140869,0.9999733567237854,0.47762927412986755,0.06859125941991806,-0.343977689743042,0.9999724626541138,0.4816948473453522,0.06922785192728043,-0.3439778983592987,0.9999727010726929,0.463366836309433,0.06984791904687881,-0.3401089906692505,0.9999741315841675,0.4600020945072174,0.07086489349603653,-0.3401789367198944,0.9999718070030212,0.4568500816822052,0.07195630669593811,-0.34023115038871765,0.9999711513519287,0.4882422089576721,0.08205315470695496,-0.23104141652584076,0.9999479651451111,0.4566633403301239,0.08343533426523209,-0.21513895690441132,0.9999448657035828,0.47563374042510986,0.10630116611719131,-0.3155747652053833,0.9999858140945435,0.46093112230300903,0.10683039575815201,-0.3111267685890198,0.9999832510948181,0.5305683016777039,0.20753057301044464,-0.13459956645965576,0.9999668598175049,0.4243435263633728,0.19684284925460815,-0.12819978594779968,0.9999759793281555,0.5510590076446533,0.3622288703918457,-0.07374384254217148,0.9926294088363647,0.39729589223861694,0.34828126430511475,-0.07691331207752228,0.9835691452026367,0.5716361403465271,0.5123547315597534,-0.1594247967004776,0.9884752631187439,0.3696439564228058,0.49808186292648315,-0.17065955698490143,0.972322940826416,0.580366849899292,0.5570306181907654,-0.18480463325977325,0.9713286757469177,0.3602498471736908,0.5427074432373047,-0.19969703257083893,0.9440197348594666,0.5732587575912476,0.5589419007301331,-0.22758258879184723,0.9734750986099243,0.36855363845825195,0.5438084006309509,-0.24157828092575073,0.9476552605628967,0.5673331022262573,0.5435079336166382,-0.17773766815662384,0.967897891998291,0.37563374638557434,0.5295883417129517,-0.18957501649856567,0.942607045173645,0.5059685707092285,0.4919700026512146,0.0043851942755281925,0.999509871006012,0.4400947391986847,0.48665377497673035,-0.004478672053664923,0.9997153878211975,0.5210376381874084,0.7132138013839722,-0.023619160056114197,0.9813523292541504,0.43009257316589355,0.6883982419967651,-0.07908057421445847,0.9895815849304199,0.5364453792572021,0.9191610217094421,0.09636532515287399,0.9615795016288757,0.40301182866096497,0.926791787147522,0.04848469793796539,0.9727644920349121,0.528786838054657,0.9477702379226685,0.09776071459054947,0.7503372430801392,0.40562528371810913,0.9459007978439331,0.051925428211688995,0.7157728672027588,0.5607044100761414,0.9892174005508423,-0.05388021096587181,0.9273023009300232,0.38520488142967224,0.9914948344230652,-0.10770099610090256,0.9405936598777771
up,0.474557489156723,0.15517713129520416,-0.4755953252315521,0.9999951720237732,0.4825970530509949,0.13476864993572235,-0.45803916454315186,0.9999819993972778,0.48641321063041687,0.1351793259382248,-0.4580219089984894,0.9999812841415405,0.49002838134765625,0.13583192229270935,-0.4580371379852295,0.9999807476997375,0.47053417563438416,0.13531944155693054,-0.4574778974056244,0.9999836683273315,0.4665371775627136,0.1358562856912613,-0.45761770009994507,0.999982476234436,0.46317943930625916,0.13651278614997864,-0.45764127373695374,0.9999822378158569,0.49719586968421936,0.14600679278373718,-0.3307611346244812,0.9999639987945557,0.45988255739212036,0.14687003195285797,-0.32944613695144653,0.9999683499336243,0.48304980993270874,0.17796780169010162,-0.4267882704734802,0.9999902248382568,0.4674355387687683,0.17817960679531097,-0.42645010352134705,0.9999896287918091,0.5360576510429382,0.2772325873374939,-0.219696506857872,0.999964714050293,0.42463287711143494,0.2630184590816498,-0.23081474006175995,0.9999842047691345,0.555929958820343,0.4380798935890198,-0.1639586091041565,0.9930807948112488,0.39238789677619934,0.4277466833591461,-0.1902153193950653,0.9898436069488525,0.5751820802688599,0.589826762676239,-0.24061501026153564,0.9854283332824707,0.364077627658844,0.5787879824638367,-0.28033146262168884,0.9804903268814087,0.5869234800338745,0.6337365508079529,-0.26661550998687744,0.9614770412445068,0.351336807012558,0.6225653290748596,-0.3123704493045807,0.9558011293411255,0.577521026134491,0.6337326765060425,-0.3037109971046448,0.9641720056533813,0.36044225096702576,0.6248132586479187,-0.35121217370033264,0.9588156938552856,0.5724543333053589,0.6214171051979065,-0.2571318745613098,0.9587574005126953,0.3688822090625763,0.6121717691421509,-0.2983333468437195,0.9551482796669006,0.5082030892372131,0.53684002161026,0.00605812156572938,0.9994933605194092,0.4400489628314972,0.5317823886871338,-0.0061460076831281185,0.9997867345809937,0.5350240468978882,0.7385419607162476,-0.08212816715240479,0.9819832444190979,0.41269513964653015,0.705605149269104,-0.1913139969110489,0.9928385019302368,0.5360397696495056,0.9180221557617188,0.09148182719945908,0.9656884074211121,0.3928595185279846,0.9377720355987549,-0.039720598608255386,0.9809503555297852,0.5285066962242126,0.9472423195838928,0.09988471865653992,0.7811174988746643,0.39815810322761536,0.9581006169319153,-0.03360433876514435,0.7827340364456177,0.5611978769302368,0.9873202443122864,-0.041923437267541885,0.9345862865447998,0.3794838786125183,0.9969419240951538,-0.19368092715740204,0.9566618800163269
up,0.4774397015571594,0.1965758353471756,-0.5359156131744385,0.9999962449073792,0.4855102002620697,0.17612464725971222,-0.5161055326461792,0.9999862313270569,0.48939600586891174,0.17639200389385223,-0.5161145925521851,0.9999855756759644,0.49356943368911743,0.17722956836223602,-0.5161897540092468,0.9999852180480957,0.4727562665939331,0.17618510127067566,-0.5146904587745667,0.9999875426292419,0.4684998095035553,0.17662635445594788,-0.5148304104804993,0.9999865889549255,0.46512800455093384,0.1774241179227829,-0.5148441791534424,0.999986469745636,0.5008161664009094,0.18617108464241028,-0.3806910216808319,0.9999725222587585,0.4613174498081207,0.18582500517368317,-0.37522849440574646,0.9999762177467346,0.48579609394073486,0.21864117681980133,-0.48455196619033813,0.9999924898147583,0.47040510177612305,0.21909548342227936,-0.4829683005809784,0.9999921321868896,0.5379231572151184,0.31601208448410034,-0.2635703980922699,0.9999676942825317,0.4258178174495697,0.3024885356426239,-0.266448438167572,0.9999862909317017,0.5596396923065186,0.48201829195022583,-0.2180471569299698,0.9938547015190125,0.39394035935401917,0.4645031690597534,-0.22481147944927216,0.9917715191841125,0.5820122361183167,0.63556307554245,-0.2938425540924072,0.9845212697982788,0.3642105460166931,0.6223911046981812,-0.3104429841041565,0.9817848801612854,0.5937038064002991,0.6791145205497742,-0.32239434123039246,0.9566230177879333,0.35137906670570374,0.6694155931472778,-0.3418700397014618,0.9554200172424316,0.5840510129928589,0.6821474432945251,-0.3594784736633301,0.9597835540771484,0.36017879843711853,0.6724209189414978,-0.381412148475647,0.9586029648780823,0.5782502889633179,0.6676223278045654,-0.31016963720321655,0.9542909860610962,0.36729344725608826,0.657572329044342,-0.3285444378852844,0.9549270272254944,0.5081307888031006,0.5529553294181824,0.0072765410877764225,0.9995594620704651,0.44018885493278503,0.5484253168106079,-0.00734678516164422,0.9998185634613037,0.533926784992218,0.7457490563392639,-0.1807457059621811,0.9827089309692383,0.41439104080200195,0.7233972549438477,-0.23194973170757294,0.9936773777008057,0.5363661646842957,0.9182788729667664,0.017087511718273163,0.968700647354126,0.3936077952384949,0.9408963322639465,-0.0445895679295063,0.9837278723716736,0.5287671089172363,0.9475420713424683,0.027571383863687515,0.8085919618606567,0.3966357409954071,0.9609743356704712,-0.03502955660223961,0.8081175684928894,0.5614574551582336,0.983727753162384,-0.11933713406324387,0.9404491186141968,0.38535377383232117,0.9962685704231262,-0.19997422397136688,0.9620829224586487
down,0.49273964762687683,0.39964190125465393,-0.56132972240448,0.9999986290931702,0.499546617269516,0.3800346553325653,-0.5459186434745789,0.9999974966049194,0.5038546919822693,0.3798368275165558,-0.5459328889846802,0.9999964833259583,0.5080599188804626,0.37949270009994507,-0.5460824370384216,0.9999973177909851,0.48624593019485474,0.37865960597991943,-0.545643150806427,0.9999963641166687,0.48171886801719666,0.37782609462738037,-0.5456846356391907,0.9999943971633911,0.47778135538101196,0.377214640378952,-0.5456412434577942,0.9999945163726807,0.5146213173866272,0.38199862837791443,-0.4303307831287384,0.9999940395355225,0.4713457226753235,0.3801186978816986,-0.4282975196838379,0.999986469745636,0.4982227385044098,0.41806760430336,-0.5157191753387451,0.9999991655349731,0.4843588173389435,0.4175467789173126,-0.5149812698364258,0.9999988079071045,0.5455213785171509,0.48896047472953796,-0.32342609763145447,0.9999822974205017,0.4303503930568695,0.4850507378578186,-0.3229118287563324,0.9998837113380432,0.5700602531433105,0.6528908610343933,-0.3371199071407318,0.9906862378120422,0.4034885764122009,0.6419451236724854,-0.3320326805114746,0.9885442852973938,0.5901405215263367,0.8112323880195618,-0.3927954435348511,0.9650202989578247,0.3750804662704468,0.8119239211082458,-0.38584011793136597,0.9404627680778503,0.5964401364326477,0.8554986715316772,-0.4191298186779022,0.9039170742034912,0.36254018545150757,0.8542851209640503,-0.41095757484436035,0.864260196685791,0.58821702003479,0.8561491370201111,-0.44498172402381897,0.9149807095527649,0.3741789758205414,0.8591684699058533,-0.4416143596172333,0.8747510313987732,0.5842452645301819,0.8403213024139404,-0.4042859375476837,0.924065887928009,0.38076403737068176,0.8481873273849487,-0.3994064927101135,0.8814993500709534,0.5144346952438354,0.6226106286048889,0.0018401333363726735,0.9999573230743408,0.44896402955055237,0.617885410785675,-0.001967010321095586,0.9999170899391174,0.5472027063369751,0.72147136926651,-0.33902937173843384,0.9442939162254333,0.40803152322769165,0.7341190576553345,-0.29332730174064636,0.9544194936752319,0.5390440821647644,0.9103410243988037,-0.12050420045852661,0.9522834420204163,0.3995209038257599,0.9201074838638306,-0.11138476431369781,0.9826002717018127,0.5288158059120178,0.9363093972206116,-0.10404322296380997,0.8535773754119873,0.4037676155567169,0.9518594145774841,-0.0994468629360199,0.8562355637550354,0.5630618333816528,0.9740139842033386,-0.23331359028816223,0.9387373924255371,0.3842991888523102,0.9804584980010986,-0.2441403567790985,0.9603095054626465
down,0.4920288622379303,0.3927183151245117,-0.5708965063095093,0.9999986290931702,0.49884340167045593,0.3731522858142853,-0.5555357336997986,0.9999975562095642,0.5032158493995667,0.372893750667572,-0.5555458664894104,0.999996542930603,0.5074936747550964,0.37238994240760803,-0.5556874871253967,0.9999973773956299,0.48524799942970276,0.3721126914024353,-0.5547415614128113,0.9999964237213135,0.48084756731987,0.3717237412929535,-0.5547798275947571,0.9999943971633911,0.47697171568870544,0.37105095386505127,-0.5547322034835815,0.9999945163726807,0.5145199298858643,0.376411497592926,-0.4399791657924652,0.999994158744812,0.47138816118240356,0.37396711111068726,-0.43548882007598877,0.9999860525131226,0.49804434180259705,0.4115367829799652,-0.5254809260368347,0.9999991655349731,0.4839792549610138,0.41099241375923157,-0.5241056084632874,0.9999987483024597,0.5455241203308105,0.48612546920776367,-0.32932260632514954,0.9999822974205017,0.4307056665420532,0.4816214144229889,-0.32794252038002014,0.9998819828033447,0.5697988271713257,0.6486862897872925,-0.3399244248867035,0.9905560612678528,0.4039105176925659,0.641208827495575,-0.33357304334640503,0.9888719916343689,0.5895434617996216,0.8082132935523987,-0.39517340064048767,0.9645751714706421,0.37536191940307617,0.8079723715782166,-0.38985201716423035,0.9430249333381653,0.5963156223297119,0.8537752032279968,-0.4222714900970459,0.9021385908126831,0.36294102668762207,0.8501055240631104,-0.41576001048088074,0.8678277730941772,0.5881325602531433,0.8545989990234375,-0.4487132430076599,0.913529634475708,0.3754810392856598,0.8555184602737427,-0.44724151492118835,0.8784158825874329,0.5838798880577087,0.8382006883621216,-0.40690091252326965,0.9235772490501404,0.3813166320323944,0.8434088826179504,-0.4039531648159027,0.8859850764274597,0.5142775774002075,0.6191605925559998,0.0019634710624814034,0.9999606013298035,0.4489580988883972,0.6151139140129089,-0.0020753038115799427,0.9999183416366577,0.5470840930938721,0.7224734425544739,-0.33888518810272217,0.9464597105979919,0.40728190541267395,0.7381221055984497,-0.2882620394229889,0.9546214938163757,0.5390607714653015,0.9112857580184937,-0.12017929553985596,0.9544399976730347,0.39945390820503235,0.9209839105606079,-0.10780925303697586,0.9830546379089355,0.5286453366279602,0.9386947751045227,-0.10397877544164658,0.8573876619338989,0.4038289487361908,0.9527319073677063,-0.09593258798122406,0.856681227684021,0.5633062720298767,0.9741132855415344,-0.23538891971111298,0.94132399559021,0.3844842314720154,0.9825730919837952,-0.24315930902957916,0.9611274003982544
up,0.4757593870162964,0.09645895659923553,-0.262633353471756,0.999997615814209,0.48210081458091736,0.0789230540394783,-0.2444731742143631,0.9999921321868896,0.48597297072410583,0.07840941101312637,-0.24451863765716553,0.9999917149543762,0.48994535207748413,0.078202985227108,-0.24455252289772034,0.9999918937683105,0.4710640013217926,0.08135254681110382,-0.24271716177463531,0.9999921917915344,0.46770310401916504,0.08238253742456436,-0.24272377789020538,0.9999909996986389,0.4649043679237366,0.08375681936740875,-0.24267403781414032,0.9999902844429016,0.4971540868282318,0.08807196468114853,-0.1250576227903366,0.999983549118042,0.46294164657592773,0.09480097889900208,-0.11989668756723404,0.999981701374054,0.48418423533439636,0.11594893783330917,-0.21777424216270447,0.999993622303009,0.4694194197654724,0.11765936017036438,-0.2161901593208313,0.9999924898147583,0.5358183979988098,0.21066036820411682,-0.041100550442934036,0.9999800324440002,0.4332062602043152,0.20603005588054657,-0.05108427256345749,0.9999778866767883,0.5595849752426147,0.36066171526908875,0.00824751891195774,0.99446702003479,0.40699338912963867,0.35384783148765564,-0.015282467007637024,0.9851083755493164,0.5864995121955872,0.49840882420539856,-0.08632127195596695,0.9907577037811279,0.38019946217536926,0.4887705445289612,-0.12054989486932755,0.9722191691398621,0.594325840473175,0.5403112769126892,-0.11756905913352966,0.9754628539085388,0.3720853626728058,0.5300287008285522,-0.156156525015831,0.9423018097877502,0.5890335440635681,0.5411843657493591,-0.16180959343910217,0.9775357246398926,0.37951940298080444,0.5306072235107422,-0.19641563296318054,0.9460862278938293,0.5849025845527649,0.5316409468650818,-0.10647529363632202,0.9742570519447327,0.38484081625938416,0.5214360356330872,-0.14033588767051697,0.9416324496269226,0.5125107169151306,0.5037978887557983,0.008088289760053158,0.9996499419212341,0.447296142578125,0.49905383586883545,-0.008064462803304195,0.9998162984848022,0.5290787816047668,0.7524639368057251,0.006903872825205326,0.9882397651672363,0.4313044548034668,0.7394049763679504,-0.03569762036204338,0.9958224296569824,0.5456735491752625,0.9406869411468506,0.1219516322016716,0.9833324551582336,0.4042530357837677,0.9587630033493042,0.07098480314016342,0.992328941822052,0.5359246730804443,0.9666727781295776,0.12418808043003082,0.8992249965667725,0.4062935411930084,0.9701129198074341,0.07266110926866531,0.8319628834724426,0.5750210285186768,1.0000020265579224,-0.014542280696332455,0.9693070650100708,0.3945595622062683,1.0334422588348389,-0.08066406100988388,0.9786149263381958
up,0.4749097526073456,0.09819921106100082,-0.2008240967988968,0.9999978542327881,0.48180341720581055,0.0815182775259018,-0.1807149201631546,0.999993085861206,0.4856947660446167,0.08139558881521225,-0.1807623654603958,0.9999927282333374,0.48976221680641174,0.08165845274925232,-0.18078646063804626,0.9999930262565613,0.4706830084323883,0.08306873589754105,-0.17813242971897125,0.999993085861206,0.4673551917076111,0.08386842161417007,-0.17813104391098022,0.9999919533729553,0.4645709693431854,0.085011787712574,-0.17808231711387634,0.9999914765357971,0.49712511897087097,0.09199492633342743,-0.06470872461795807,0.9999854564666748,0.4628640413284302,0.09626957774162292,-0.05563914030790329,0.9999836683273315,0.48347434401512146,0.11785938590765,-0.1584986448287964,0.999994158744812,0.46869611740112305,0.11891811341047287,-0.15581852197647095,0.9999929666519165,0.5352066159248352,0.21367129683494568,0.002626959700137377,0.9999822974205017,0.43282610177993774,0.21025559306144714,-0.00044588916352950037,0.9999794960021973,0.5594277381896973,0.3617430329322815,0.03233950585126877,0.9946164488792419,0.4048108756542206,0.3543373644351959,0.03033633716404438,0.9852203726768494,0.585999608039856,0.5014444589614868,-0.07680005580186844,0.9919995665550232,0.3789043128490448,0.48908403515815735,-0.07341569662094116,0.9739658236503601,0.5933157205581665,0.5433477759361267,-0.11167583614587784,0.9783569574356079,0.37134799361228943,0.5304265022277832,-0.10987859964370728,0.9457273483276367,0.5873740315437317,0.5438522100448608,-0.15249989926815033,0.980170488357544,0.3794271945953369,0.5307270288467407,-0.14951296150684357,0.9492594599723816,0.5830072164535522,0.5343809127807617,-0.09607285261154175,0.976967453956604,0.38466447591781616,0.5213423371315002,-0.09309950470924377,0.9449669122695923,0.5110094547271729,0.511089026927948,0.00855591893196106,0.9996931552886963,0.4460219144821167,0.50538170337677,-0.008531692437827587,0.9998334646224976,0.5280698537826538,0.755981981754303,0.002157034585252404,0.9876641035079956,0.43158426880836487,0.7508513927459717,-0.04054490849375725,0.9957116842269897,0.5460653305053711,0.9453739523887634,0.12048404663801193,0.9820704460144043,0.4047866761684418,0.9616262316703796,0.07161258161067963,0.9912679195404053,0.5359840989112854,0.9697127938270569,0.12330275028944016,0.892865777015686,0.4057634770870209,0.9714433550834656,0.0742998942732811,0.8111785650253296,0.5759966373443604,1.0023198127746582,-0.017126329243183136,0.9669479727745056,0.398687481880188,1.0374301671981812,-0.07854913175106049,0.9762434959411621
up,0.4763536751270294,0.09927697479724884,-0.1679702252149582,0.9999982118606567,0.4832220673561096,0.08261015266180038,-0.14607897400856018,0.9999940991401672,0.48735538125038147,0.08275894075632095,-0.14614036679267883,0.9999938011169434,0.4915311336517334,0.0833296924829483,-0.14617030322551727,0.9999940991401672,0.4717933237552643,0.08400782197713852,-0.14396779239177704,0.9999940395355225,0.468099981546402,0.08489659428596497,-0.14396274089813232,0.9999929666519165,0.46485286951065063,0.08606383949518204,-0.14390650391578674,0.9999926686286926,0.4982421398162842,0.09432806819677353,-0.028121311217546463,0.9999876618385315,0.46299928426742554,0.0976913645863533,-0.020559117197990417,0.999985933303833,0.4848717153072357,0.11971785128116608,-0.12540866434574127,0.9999949932098389,0.4692593812942505,0.1205851137638092,-0.12314687669277191,0.9999938607215881,0.5353221893310547,0.21825796365737915,0.03299660608172417,0.9999850988388062,0.4327935576438904,0.2118556946516037,0.025528833270072937,0.9999812245368958,0.5595749020576477,0.3713499903678894,0.04985663294792175,0.9947258830070496,0.4044712483882904,0.35564514994621277,0.04581204056739807,0.9857243299484253,0.5849729180335999,0.5085464119911194,-0.07353595644235611,0.9929728507995605,0.37817612290382385,0.4898579716682434,-0.06819110363721848,0.9764238595962524,0.5919254422187805,0.5508258938789368,-0.1098596453666687,0.9808879494667053,0.37110641598701477,0.5317710041999817,-0.10844520479440689,0.9507067203521729,0.5852407217025757,0.5506358742713928,-0.15167450904846191,0.9824365377426147,0.3793069124221802,0.5319750905036926,-0.14739632606506348,0.9539175033569336,0.5806576609611511,0.5400536060333252,-0.09344513714313507,0.9793694615364075,0.3843853771686554,0.5222322940826416,-0.08805224299430847,0.9498831629753113,0.5107505917549133,0.5216754078865051,0.009267192333936691,0.9997395873069763,0.4454130530357361,0.5150086283683777,-0.009239895269274712,0.9998536705970764,0.5283313393592834,0.766347348690033,-0.01099593099206686,0.9879352450370789,0.43251484632492065,0.7632989287376404,-0.048672500997781754,0.9955817461013794,0.5477218627929688,0.9488617777824402,0.14026106894016266,0.9812210202217102,0.40527501702308655,0.9658670425415039,0.08532919734716415,0.990551233291626,0.5374113321304321,0.9700577259063721,0.14740349352359772,0.8838083744049072,0.4059121012687683,0.9728445410728455,0.09032363444566727,0.7954564690589905,0.5765092968940735,1.0044881105422974,0.006711873691529036,0.9652111530303955,0.4006340503692627,1.050072193145752,-0.06606762111186981,0.9748732447624207
up,0.4774191975593567,0.10177003592252731,-0.17754629254341125,0.9999983310699463,0.48419541120529175,0.08502147346735,-0.15651847422122955,0.9999945759773254,0.48838135600090027,0.08550067245960236,-0.15658335387706757,0.9999942779541016,0.4925805330276489,0.08630870282649994,-0.15661999583244324,0.9999946355819702,0.4727673828601837,0.08577235788106918,-0.15421147644519806,0.9999943971633911,0.46895334124565125,0.08661143481731415,-0.15421220660209656,0.9999933838844299,0.46532493829727173,0.08763796836137772,-0.15416942536830902,0.9999931454658508,0.4987548589706421,0.09734177589416504,-0.04149948060512543,0.9999887347221375,0.4631309509277344,0.09951331466436386,-0.033330030739307404,0.999987006187439,0.4857752025127411,0.12307241559028625,-0.13591159880161285,0.9999953508377075,0.46987760066986084,0.12312529236078262,-0.13347013294696808,0.9999942779541016,0.5352869033813477,0.2208862155675888,0.018343012779951096,0.9999866485595703,0.43256062269210815,0.21601618826389313,0.015757299959659576,0.9999819993972778,0.559240460395813,0.372917503118515,0.03703635558485985,0.9946364760398865,0.4036511778831482,0.35998547077178955,0.03810487315058708,0.9859992861747742,0.5831741094589233,0.508932888507843,-0.08489786088466644,0.9934952855110168,0.3761020600795746,0.491764634847641,-0.0713198184967041,0.977978527545929,0.5902419686317444,0.5520401000976562,-0.12353352457284927,0.9822946786880493,0.36910974979400635,0.534674882888794,-0.10966327786445618,0.9539674520492554,0.5831870436668396,0.5517343878746033,-0.16471053659915924,0.9836679100990295,0.3769139051437378,0.5340259671211243,-0.1486860066652298,0.9569984078407288,0.5781843662261963,0.5412256121635437,-0.10500345379114151,0.980654239654541,0.3815438747406006,0.523871898651123,-0.09114806354045868,0.9531849026679993,0.5096434950828552,0.5240435004234314,0.009769216179847717,0.9997634291648865,0.4441310167312622,0.517410397529602,-0.009747011587023735,0.9998640418052673,0.5278658270835876,0.7668851613998413,-0.007497017737478018,0.9882838129997253,0.43261733651161194,0.7649444937705994,-0.04746333509683609,0.9955992698669434,0.5479801297187805,0.9489659070968628,0.14576788246631622,0.9807388782501221,0.4057907462120056,0.9672024846076965,0.08860219269990921,0.9902098774909973,0.5377755165100098,0.9696848392486572,0.15172870457172394,0.8776840567588806,0.40679043531417847,0.9737424850463867,0.09317661076784134,0.7848607301712036,0.5763520002365112,1.0043147802352905,0.011806272901594639,0.9642137289047241,0.4021661579608917,1.0511857271194458,-0.062244582921266556,0.9740924835205078
